u_name,u_screen_name,t_date,t_text,t_polarity_score,t_polarity,t_subjectivity_score,u_followers,t_retweets,t_favorited,t_mentions
Mark Donovan,BlakMark55,07/03/2019,"@paul_bate @Cath_Read @GPatHand @missdaykes @EmergMedDr @doctor_oxford @babylonhealth @MattHancock @NHSEngland @CQCProf @didoharding @babylrwanda Lots of “cans”, but in reality, missing the significant differences",0.0875,Negative,0.4625,17,0,0,"Paul Bate (paul_bate), Catherine Read (Cath_Read), Babylon GP at hand (GPatHand), Jil Stein (missdaykes), Dr. Mike (EmergMedDr), Rachel Clarke (doctor_oxford), Babylon (babylonhealth), Matt Hancock (MattHancock), NHS England (NHSEngland), CQCProf (CQCProf), dido harding (didoharding), babyl Rwanda (babylrwanda)"
Lindsey Bell,whiterose_lady,07/03/2019,@EmergMedDr @missdaykes @GPatHand @Cath_Read @paul_bate @doctor_oxford @babylonhealth @MattHancock @NHSEngland @CQCProf @didoharding Shame on you @EmergMedDr don't you believe in patient choice?? If you don't like it offer the same digital service too and stop complaining that some else does it better.,0.16666666666666666,Negative,0.20833333333333334,100,0,4,"Dr. Mike (EmergMedDr), Jil Stein (missdaykes), Babylon GP at hand (GPatHand), Catherine Read (Cath_Read), Paul Bate (paul_bate), Rachel Clarke (doctor_oxford), Babylon (babylonhealth), Matt Hancock (MattHancock), NHS England (NHSEngland), CQCProf (CQCProf), dido harding (didoharding), Dr. Mike (EmergMedDr)"
Lindsey Bell,whiterose_lady,07/03/2019,@missdaykes @GPatHand @Cath_Read @EmergMedDr @paul_bate @doctor_oxford @babylonhealth @MattHancock @NHSEngland @CQCProf @didoharding It IS an NHS service!!,0.0,Negative,0.0,100,0,0,"Jil Stein (missdaykes), Babylon GP at hand (GPatHand), Catherine Read (Cath_Read), Dr. Mike (EmergMedDr), Paul Bate (paul_bate), Rachel Clarke (doctor_oxford), Babylon (babylonhealth), Matt Hancock (MattHancock), NHS England (NHSEngland), CQCProf (CQCProf), dido harding (didoharding)"
Lindsey Bell,whiterose_lady,07/03/2019,@DanielBayley80 @Cath_Read @GPatHand @missdaykes @EmergMedDr @paul_bate @doctor_oxford @babylonhealth @MattHancock @NHSEngland @CQCProf @didoharding GP partners are answerable to their selves snd fellow partners as self employed or incorporated they get the profit. Not always the practice. Plus there is nothing stopping every other GP practice from delivering care in the same digital model.,-0.041666666666666664,Negative,0.16666666666666666,100,0,0,"Daniel Bayley (DanielBayley80), Catherine Read (Cath_Read), Babylon GP at hand (GPatHand), Jil Stein (missdaykes), Dr. Mike (EmergMedDr), Paul Bate (paul_bate), Rachel Clarke (doctor_oxford), Babylon (babylonhealth), Matt Hancock (MattHancock), NHS England (NHSEngland), CQCProf (CQCProf), dido harding (didoharding)"
Dave Triska,dave_dlt,07/03/2019,@GPatHand @Cath_Read @missdaykes @EmergMedDr @paul_bate @doctor_oxford @babylonhealth @MattHancock @NHSEngland @CQCProf @didoharding Admire the access but we can’t loss lead to the tunes of 100s of millions to gain market share can we? Not an accurate comparison.,0.4000000000000001,Neutral,0.6333333333333334,338,0,2,"Babylon GP at hand (GPatHand), Catherine Read (Cath_Read), Jil Stein (missdaykes), Dr. Mike (EmergMedDr), Paul Bate (paul_bate), Rachel Clarke (doctor_oxford), Babylon (babylonhealth), Matt Hancock (MattHancock), NHS England (NHSEngland), CQCProf (CQCProf), dido harding (didoharding)"
🏳️‍🌈 Brendon W.,brenwickham,07/03/2019,"@jasonrmaude @TheTrut17585187 @DrMurphy11 @FT @babylonhealth @GPatHand @MattHancock @TELUSHealth @TELUS @juggysihota Yes. Aside from narrow use cases, medicine doesn't need complex tech that badly. Medicine badly needs well designed simple tech. And it could do with a lot of well-designed non-tech things as well.",-0.3799999999999999,Negative,0.4980952380952381,224,0,0,"Jason Maude (jasonrmaude), TheTruthIsOutThere (TheTrut17585187), Dr Murphy (DrMurphy11), Financial Times (FT), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock), TELUS Health (TELUSHealth), TELUS (TELUS), Juggy Sihota-Chahil (juggysihota)"
Mike Smith,drmdsmith,07/03/2019,"@paul_bate @Cath_Read @GPatHand @missdaykes @EmergMedDr @doctor_oxford @babylonhealth @MattHancock @NHSEngland @CQCProf @didoharding @babylrwanda Hey Paul, we don’t have the luxury of Goldman Sachs and others giving us hundreds of millions of pounds to run at a loss. So not quite the same.",0.0,Negative,0.125,1192,1,6,"Paul Bate (paul_bate), Catherine Read (Cath_Read), Babylon GP at hand (GPatHand), Jil Stein (missdaykes), Dr. Mike (EmergMedDr), Rachel Clarke (doctor_oxford), Babylon (babylonhealth), Matt Hancock (MattHancock), NHS England (NHSEngland), CQCProf (CQCProf), dido harding (didoharding), babyl Rwanda (babylrwanda)"
ollyfinding,ollyfinding,07/03/2019,@babylonhealth 🇨🇦 https://t.co/ZOjBIzEJB6,0.0,Negative,0.0,959,0,0,Babylon (babylonhealth)
m ballingall,ballingall_m,07/03/2019,@juggysihota @TELUSHealth @TELUS @babylonhealth Well done Juggy,0.0,Negative,0.0,5,0,1,"Juggy Sihota-Chahil (juggysihota), TELUS Health (TELUSHealth), TELUS (TELUS), Babylon (babylonhealth)"
Daniel Bayley,DanielBayley80,07/03/2019,"@Cath_Read @GPatHand @missdaykes @EmergMedDr @paul_bate @doctor_oxford @babylonhealth @MattHancock @NHSEngland @CQCProf @didoharding Majority (if not all?) are LLPs or Ltds. 
Some are more transparent about this than others.
Look them up on companies house and you can see their shareholders.",0.5,Neutral,0.5,806,0,1,"Catherine Read (Cath_Read), Babylon GP at hand (GPatHand), Jil Stein (missdaykes), Dr. Mike (EmergMedDr), Paul Bate (paul_bate), Rachel Clarke (doctor_oxford), Babylon (babylonhealth), Matt Hancock (MattHancock), NHS England (NHSEngland), CQCProf (CQCProf), dido harding (didoharding)"
Aidan Scott,foundingScott,07/03/2019,"@TELUSHealth / @babylonhealth. Launch virtual doctor visits in BC. Joining the efforts of @EQVirtual and others in what's been a rocky road of government led anxiety over physician billing. TL;DR Canadians need better access to primary care, telehealth can help.",0.45,Neutral,0.5,561,0,0,"TELUS Health (TELUSHealth), Babylon (babylonhealth), EQ Virtual (EQVirtual)"
Stephanie,stephfowler_,06/03/2019,Amazing troubleshooting! High praise to Heather and team for getting this sorted in the same day! 🙏🏻 @TELUSHealth @babylonhealth @juggysihota https://t.co/Ul1CcooVUE,0.3033333333333334,Neutral,0.5216666666666666,1886,0,2,"TELUS Health (TELUSHealth), Babylon (babylonhealth), Juggy Sihota-Chahil (juggysihota)"
Paul Bate,paul_bate,06/03/2019,"@Cath_Read @GPatHand @missdaykes @EmergMedDr @doctor_oxford @babylonhealth @MattHancock @NHSEngland @CQCProf @didoharding GP practices can and do advertise, can and do make profits, and can and do hand back contracts when unable to continue. Babylon invests millions to bring affordable and accessible healthcare to communities across the world. Please have a look at what @babylrwanda is achieving.",-0.041666666666666664,Negative,0.2916666666666667,930,0,3,"Catherine Read (Cath_Read), Babylon GP at hand (GPatHand), Jil Stein (missdaykes), Dr. Mike (EmergMedDr), Rachel Clarke (doctor_oxford), Babylon (babylonhealth), Matt Hancock (MattHancock), NHS England (NHSEngland), CQCProf (CQCProf), dido harding (didoharding), babyl Rwanda (babylrwanda)"
Catherine Read,Cath_Read,06/03/2019,"@GPatHand @missdaykes @EmergMedDr @paul_bate @doctor_oxford @babylonhealth @MattHancock @NHSEngland @CQCProf @didoharding Disagree. GP’s are self employed, own their surgery and cannot advertise or set up where they like. GP’s are not answerable to shareholders that want to maximise profits. GP’s invest in their communities and stay with their patients. Private company can walk away if profits fall.",0.3,Neutral,0.6875,191,0,1,"Babylon GP at hand (GPatHand), Jil Stein (missdaykes), Dr. Mike (EmergMedDr), Paul Bate (paul_bate), Rachel Clarke (doctor_oxford), Babylon (babylonhealth), Matt Hancock (MattHancock), NHS England (NHSEngland), CQCProf (CQCProf), dido harding (didoharding)"
Dr. Mike,EmergMedDr,06/03/2019,@missdaykes @GPatHand @Cath_Read @paul_bate @doctor_oxford @babylonhealth @MattHancock @NHSEngland @CQCProf @didoharding https://t.co/sP8jkZdd3q,0.0,Negative,0.0,2587,0,0,"Jil Stein (missdaykes), Babylon GP at hand (GPatHand), Catherine Read (Cath_Read), Paul Bate (paul_bate), Rachel Clarke (doctor_oxford), Babylon (babylonhealth), Matt Hancock (MattHancock), NHS England (NHSEngland), CQCProf (CQCProf), dido harding (didoharding)"
I will dog walk you.,iFredLee,06/03/2019,National Stress | Babylon Health https://t.co/vZudExlteN,0.0,Negative,0.0,5554,0,0,
Megan Ranney MD MPH,meganranney,06/03/2019,"and cf this @TheLancet article on @babylonhealth which suggests need for:
1) fixed assessment criteria
2) external assessment
3) assessment based on real data
4) post-deployment re-assessment
https://t.co/QVpoO3zPYs",0.10000000000000002,Negative,0.20000000000000004,13717,0,2,"The Lancet (TheLancet), Babylon (babylonhealth)"
Biomedical Zone,BiomedicalZone,06/03/2019,@TELUS and @babylonhealth have launched an app that uses #AI to provide patients with virtual #symptom analysis and provide information on possible causes or next steps. https://t.co/S4B6TzNlCY https://t.co/XhwLXHlpF7,0.0,Negative,0.5,3552,0,0,"TELUS (TELUS), Babylon (babylonhealth)"
Jil Stein,missdaykes,06/03/2019,@EmergMedDr @GPatHand @Cath_Read @paul_bate @doctor_oxford @babylonhealth @MattHancock @NHSEngland @CQCProf @didoharding To be honest this feels like bullying to me !! To make me feel bad for using what I understand to be legitimate NHS service ! I am over 70 years old and have never experienced anything like it and feel thoroughly upset about it !,-0.08437499999999995,Negative,0.6666666666666666,23,0,6,"Dr. Mike (EmergMedDr), Babylon GP at hand (GPatHand), Catherine Read (Cath_Read), Paul Bate (paul_bate), Rachel Clarke (doctor_oxford), Babylon (babylonhealth), Matt Hancock (MattHancock), NHS England (NHSEngland), CQCProf (CQCProf), dido harding (didoharding)"
Dr. Mike,EmergMedDr,06/03/2019,@missdaykes @GPatHand @Cath_Read @paul_bate @doctor_oxford @babylonhealth @MattHancock @NHSEngland @CQCProf @didoharding Well done supporting the private sector.,0.125,Negative,0.3125,2587,0,1,"Jil Stein (missdaykes), Babylon GP at hand (GPatHand), Catherine Read (Cath_Read), Paul Bate (paul_bate), Rachel Clarke (doctor_oxford), Babylon (babylonhealth), Matt Hancock (MattHancock), NHS England (NHSEngland), CQCProf (CQCProf), dido harding (didoharding)"
Jim Parsons,JPWP,06/03/2019,"“Now Available in Canada”👇
FORBES: “This Health Startup Won Big Government Deals—But Inside, Doctors Flagged Problems”
https://t.co/PvrN9Phjrd
@babylonhealth
@TELUSHealth
#Health #Healthcare #AI #ML #BigData 
#Privacy #DigitalHealth #BioSurveillance 
#SurveillanceCapitalism 
👇 https://t.co/0o6IhaTIje",0.2,Negative,0.25,1249,1,0,"Babylon (babylonhealth), TELUS Health (TELUSHealth)"
Anthony Apostoli,AJAposto,06/03/2019,Very cool initiative by @TELUSHealth which continues to extend healthcare access to even more Canadians. Excited to see how this grows! @babylonhealth @TELUS https://t.co/DcYjsyDSgh,0.47458333333333336,Neutral,0.6983333333333334,226,0,0,"TELUS Health (TELUSHealth), Babylon (babylonhealth), TELUS (TELUS)"
Freya Scammells,FScammells,06/03/2019,".@TELUSHealth &amp; @babylonhealth launch an app allowing Canadians to visit the doctors through smartphones

“We can use advanced #technology to bring accessible, affordable healthcare services to patients &amp; doctors” @traceymcneill3
https://t.co/XJPpRDktmM",0.3875,Neutral,0.4875,496,1,1,"TELUS Health (TELUSHealth), Babylon (babylonhealth), tracey mcneill (traceymcneill3)"
TELUS Health,TELUSHealth,06/03/2019,@LoriCasselman @juggysihota @TELUS @babylonhealth Thank you 💛 We’re excited to partner with Babylon and support Canadians in managing their health with digital tools.,0.1875,Negative,0.375,10672,0,1,"Lori Casselman (LoriCasselman), Juggy Sihota-Chahil (juggysihota), TELUS (TELUS), Babylon (babylonhealth)"
Stephanie,stephfowler_,06/03/2019,@juggysihota @TELUSHealth @TELUS @babylonhealth First appointment this morning! It was so smooth and seemed to worked amazingly well! Excited to see this help improve our healthcare system!,0.48281250000000003,Neutral,0.6208333333333333,1886,0,5,"Juggy Sihota-Chahil (juggysihota), TELUS Health (TELUSHealth), TELUS (TELUS), Babylon (babylonhealth)"
Jil Stein,missdaykes,06/03/2019,@GPatHand @Cath_Read @EmergMedDr @paul_bate @doctor_oxford @babylonhealth @MattHancock @NHSEngland @CQCProf @didoharding And so far I have found the service to be beyond excellent !!,0.55,Neutral,1.0,23,0,2,"Babylon GP at hand (GPatHand), Catherine Read (Cath_Read), Dr. Mike (EmergMedDr), Paul Bate (paul_bate), Rachel Clarke (doctor_oxford), Babylon (babylonhealth), Matt Hancock (MattHancock), NHS England (NHSEngland), CQCProf (CQCProf), dido harding (didoharding)"
Jil Stein,missdaykes,06/03/2019,@GPatHand @Cath_Read @EmergMedDr @paul_bate @doctor_oxford @babylonhealth @MattHancock @NHSEngland @CQCProf @didoharding I’m afraid I am a bit out of my depth here. All I know is that when I moved house I changed from my old gp of 30 years to gpinhand because I believed it was an NHS service and it suited me not having to wait 2 weeks for an appointment,-0.25,Negative,0.55,23,0,4,"Babylon GP at hand (GPatHand), Catherine Read (Cath_Read), Dr. Mike (EmergMedDr), Paul Bate (paul_bate), Rachel Clarke (doctor_oxford), Babylon (babylonhealth), Matt Hancock (MattHancock), NHS England (NHSEngland), CQCProf (CQCProf), dido harding (didoharding)"
Eric Topol,EricTopol,06/03/2019,"Yes. #AI can make health inequities worse and requires careful planning w/ a broad lens for social consequences, by @melaniesmallman @UCL @turinginst
https://t.co/aKo1QQjfLj in @NatureNews
re: @DHSCgovuk #NHS @DeepMind_Health @Moorfields @babylonhealth @pearsekeane #OA https://t.co/fz803894tA",-0.10104166666666667,Negative,0.4947916666666667,155234,30,49,"Dr Melanie Smallman, EU Citizen (melaniesmallman), UCL (ucl), The Turing (turinginst), Nature News & Comment (NatureNews), Department of Health and Social Care (DHSCgovuk), DeepMind Health (DeepMind_Health), Moorfields (Moorfields), Babylon (babylonhealth), Pearse Keane (pearsekeane)"
Jim Parsons,JPWP,06/03/2019,"@willfalk @TELUS @TELUSHealth @babylonhealth agreed… and while we’re at it… let’s address transparency re: health data collected by commercial #AI #ML #BigData medical systems (esp. chatbots) here in Canada. 

Who does @Telus @TELUSHealth @babylonhealth share collected personal health data with? 

cc: @AnnCavoukian",0.0,Negative,0.09999999999999999,1249,0,0,"Will Falk (willfalk), TELUS (TELUS), TELUS Health (TELUSHealth), Babylon (babylonhealth), TELUS (TELUS), TELUS Health (TELUSHealth), Babylon (babylonhealth), Ann Cavoukian, Ph.D. (AnnCavoukian)"
Lori Casselman,LoriCasselman,06/03/2019,@juggysihota @TELUSHealth @TELUS @babylonhealth Congratulations @juggysihota &amp; team @TELUSHealth 👍,0.0,Negative,0.0,890,0,4,"Juggy Sihota-Chahil (juggysihota), TELUS Health (TELUSHealth), TELUS (TELUS), Babylon (babylonhealth), Juggy Sihota-Chahil (juggysihota), TELUS Health (TELUSHealth)"
Jason Maude,jasonrmaude,06/03/2019,@TheTrut17585187 @DrMurphy11 @FT @babylonhealth @GPatHand @MattHancock @TELUSHealth @TELUS @juggysihota That’s exactly the problem. I liken rules based systems like Babylon to 3 wheel cars-however much you do or spend they will never cope with the variety of patient presentations or number of diseases in the same way a 3 wheel car will never any be good on the road.,0.2875,Neutral,0.29375,110,0,3,"TheTruthIsOutThere (TheTrut17585187), Dr Murphy (DrMurphy11), Financial Times (FT), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock), TELUS Health (TELUSHealth), TELUS (TELUS), Juggy Sihota-Chahil (juggysihota)"
Will Falk,willfalk,06/03/2019,"@JPWP @TELUS @TELUSHealth @babylonhealth I don’t think that this is accurate.  Either generally or specifically 

This kind of scare-mongering does not help us to have a reasonable discussion about how to use tech to enable healthcare 

Let’s tone down the rhetoric please",0.21888888888888886,Neutral,0.5844444444444444,4204,0,0,"Jim Parsons (JPWP), TELUS (TELUS), TELUS Health (TELUSHealth), Babylon (babylonhealth)"
Jim Parsons,JPWP,06/03/2019,"Health chatbots main function? 
- personal health data collection for commercial use
- training medical #AI #ML algorithms at scale
way more than helping people…
@telus @TELUSHealth @babylonhealth
#DigitalHealth
#BioSurveillance
#Surveillancecapitalism https://t.co/cDzvQlWATm https://t.co/miMXv5OqWD",0.13333333333333333,Negative,0.22666666666666666,1249,2,1,"TELUS (TELUS), TELUS Health (TELUSHealth), Babylon (babylonhealth)"
Jim Parsons,JPWP,06/03/2019,"And a convenient, opportunistic, corporate strategy for residents of British Columbia to unwittingly train @babylonhealth by @TELUS @TELUSHealth #AI #ML systems here in 🇨🇦 with each press of their keyboards.
#DigitalHealth
#BioSurveillance
#SurveillanceCapitalism https://t.co/TdcaMtMXMz",0.0,Negative,0.0,1249,1,0,"Babylon (babylonhealth), TELUS (TELUS), TELUS Health (TELUSHealth)"
Babylon GP at hand,GPatHand,06/03/2019,"@Cath_Read @missdaykes @EmergMedDr @paul_bate @doctor_oxford @babylonhealth @MattHancock @NHSEngland @CQCProf @didoharding Hi Cath, The majority of NHS GPs are businesses in their own right who provide their services for the NHS, just like us. We are all funded by the NHS in the same way, through an age-sex weighted formula calculated per patient. We hope this has helped clear up any confusion 🙂",0.2464285714285714,Neutral,0.5110119047619047,2790,2,2,"Catherine Read (Cath_Read), Jil Stein (missdaykes), Dr. Mike (EmergMedDr), Paul Bate (paul_bate), Rachel Clarke (doctor_oxford), Babylon (babylonhealth), Matt Hancock (MattHancock), NHS England (NHSEngland), CQCProf (CQCProf), dido harding (didoharding)"
Roelien den Ouden,RoeliendenOuden,06/03/2019,@TheTrut17585187 @DrMurphy11 @FT @babylonhealth @GPatHand @MattHancock @TELUSHealth @TELUS @juggysihota What does NLP means in this context? I sincerely hope you are not referring to Neuro Linguistic Programming ...,0.3,Neutral,0.3,452,0,0,"TheTruthIsOutThere (TheTrut17585187), Dr Murphy (DrMurphy11), Financial Times (FT), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock), TELUS Health (TELUSHealth), TELUS (TELUS), Juggy Sihota-Chahil (juggysihota)"
JP,JPDoumeng,06/03/2019,"To achieve #HealthForAll, leaders need to use data to guide improvements, roll out new technologies to expand access to #PrimaryHealthCare &amp; make smarter decisions about where to spend resources. @gatesfoundation @babylonhealth #AfricaHealth2019 https://t.co/G7YQVpjWr7",0.13636363636363635,Negative,0.45454545454545453,690,0,0,"Gates Foundation (gatesfoundation), Babylon (babylonhealth)"
Magus,Melichior,06/03/2019,"@VinaigretteGirl @DrMurphy11 @jfdwolff @Practice_Mngr @NHSCCIO @babylonhealth @behr_dr @bendean1979 Withdrawal from the EU was authorised by Parliament, which is supreme, and rightly beyond the reach of the courts.",0.2857142857142857,Neutral,0.5357142857142857,35,0,0,"Dr. K2 #FBPE #filthyRemainer (VinaigretteGirl), Dr Murphy (DrMurphy11), Jacob de Wolff (jfdwolff), ThePracticeManager (Practice_Mngr), Simon Eccles (NHSCCIO), Babylon (babylonhealth), Dr Jon Behr (behr_dr), ben dean (bendean1979)"
Catherine Read,Cath_Read,06/03/2019,"@missdaykes @EmergMedDr @paul_bate @doctor_oxford @babylonhealth @MattHancock @NHSEngland @CQCProf @didoharding Taking your custom elsewhere, takes the money which the GP’s need to keep the surgeries open for all the other patients. It does not free up appointments, but loses money to keep those appointments available.",-0.045,Negative,0.43500000000000005,191,0,0,"Jil Stein (missdaykes), Dr. Mike (EmergMedDr), Paul Bate (paul_bate), Rachel Clarke (doctor_oxford), Babylon (babylonhealth), Matt Hancock (MattHancock), NHS England (NHSEngland), CQCProf (CQCProf), dido harding (didoharding)"
Ben Sauer,bensauer,06/03/2019,Thinking of getting into voice UX and conversation design? Talk to us! https://t.co/t2CPLxm2rh,0.0,Negative,0.0,2639,5,10,
Michelle Lawson,MichelleL_Dr,06/03/2019,"According to research that analysed tweets with words relating to stress, frustration and anxiety, Hemel Hempstead and Co Durham are places of high-stress-tweeting. Happy to see Devon is a low-stress county :) @Devon_Hour https://t.co/NttTmZyjtN",0.65,Neutral,1.0,167,0,0,#DevonHour (Devon_Hour)
Dr. Mike,EmergMedDr,06/03/2019,"@missdaykes @Cath_Read @paul_bate @doctor_oxford @babylonhealth @MattHancock @NHSEngland @CQCProf @didoharding The GP surgeries lose patients and close.

The CCGs have been very clear that surgeries are closing.",0.13000000000000003,Negative,0.4983333333333333,2587,0,0,"Jil Stein (missdaykes), Catherine Read (Cath_Read), Paul Bate (paul_bate), Rachel Clarke (doctor_oxford), Babylon (babylonhealth), Matt Hancock (MattHancock), NHS England (NHSEngland), CQCProf (CQCProf), dido harding (didoharding)"
Jane Doe,JaneDoe14180135,06/03/2019,"@DrMurphy11 @FT @babylonhealth @GPatHand @MattHancock @TELUSHealth @TELUS @juggysihota I can confirm that there is no AI/ML around the content which the chatbot replies to the user with. In the past the content was defined by humans totally, now its a mix of human inputted flows and ones generated by relationships and weights between things.",-0.08333333333333333,Negative,0.3666666666666667,1,2,4,"Dr Murphy (DrMurphy11), Financial Times (FT), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock), TELUS Health (TELUSHealth), TELUS (TELUS), Juggy Sihota-Chahil (juggysihota)"
Jil Stein,missdaykes,06/03/2019,@Cath_Read @EmergMedDr @paul_bate @doctor_oxford @babylonhealth @MattHancock @NHSEngland @CQCProf @didoharding I wasn’t thinking I was kind but that it was freeing up overworked gps surgeries where it can take 2 weeks to get an appointment?,0.6,Neutral,0.9,23,0,0,"Catherine Read (Cath_Read), Dr. Mike (EmergMedDr), Paul Bate (paul_bate), Rachel Clarke (doctor_oxford), Babylon (babylonhealth), Matt Hancock (MattHancock), NHS England (NHSEngland), CQCProf (CQCProf), dido harding (didoharding)"
babyl Rwanda,babylrwanda,06/03/2019,"It's Day 2 of #AHAIC2019, happening at Kigali Convention Center. Visit our booth and get to know more about us. It's purple, it's Babyl 💜 

#AfricaHealth2019 
#UHC 
#Rwanda 
@babylonhealth https://t.co/Fhv2VoP0X0",0.2,Negative,0.3,952,1,1,Babylon (babylonhealth)
Dr. Mike,EmergMedDr,06/03/2019,@Cath_Read @missdaykes @paul_bate @doctor_oxford @babylonhealth @MattHancock @NHSEngland @CQCProf @didoharding That's exactly correct,0.25,Neutral,0.25,2587,0,0,"Catherine Read (Cath_Read), Jil Stein (missdaykes), Paul Bate (paul_bate), Rachel Clarke (doctor_oxford), Babylon (babylonhealth), Matt Hancock (MattHancock), NHS England (NHSEngland), CQCProf (CQCProf), dido harding (didoharding)"
Dr. Mike,EmergMedDr,06/03/2019,"@missdaykes @paul_bate @Cath_Read @doctor_oxford @babylonhealth @MattHancock @NHSEngland @CQCProf @didoharding No.
It costs the NHS more money surprisingly .

https://t.co/3uUb98gCx4",0.6,Neutral,0.5,2587,0,0,"Jil Stein (missdaykes), Paul Bate (paul_bate), Catherine Read (Cath_Read), Rachel Clarke (doctor_oxford), Babylon (babylonhealth), Matt Hancock (MattHancock), NHS England (NHSEngland), CQCProf (CQCProf), dido harding (didoharding)"
Catherine Read,Cath_Read,06/03/2019,"@missdaykes @EmergMedDr @paul_bate @doctor_oxford @babylonhealth @MattHancock @NHSEngland @CQCProf @didoharding That’s very kind of you to think you are helping the NHS, but in fact, the money that follows you as a patient is now going to a private company and not the NHS as I see it.",0.39,Neutral,0.6875,191,0,3,"Jil Stein (missdaykes), Dr. Mike (EmergMedDr), Paul Bate (paul_bate), Rachel Clarke (doctor_oxford), Babylon (babylonhealth), Matt Hancock (MattHancock), NHS England (NHSEngland), CQCProf (CQCProf), dido harding (didoharding)"
TheTruthIsOutThere,TheTrut17585187,06/03/2019,"@DrMurphy11 @FT @babylonhealth @GPatHand @MattHancock @TELUSHealth @TELUS @juggysihota It is a probabilistic model, with bits of NLP. And for paediatrics, it is a decision tree type assessment tool. It's pretty much there in https://t.co/bffmsDDMh8. There is very little AI involved.",0.06874999999999999,Negative,0.6166666666666667,2,0,2,"Dr Murphy (DrMurphy11), Financial Times (FT), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock), TELUS Health (TELUSHealth), TELUS (TELUS), Juggy Sihota-Chahil (juggysihota)"
Dave Triska,dave_dlt,06/03/2019,"@HealthTechInsi2 @DrMurphy11 @FT @babylonhealth @GPatHand @MattHancock @TELUSHealth @TELUS @juggysihota It’s upfront about who they work for, biased as no representation from other companies yes. Nonetheless I found it interesting",0.1875,Negative,0.4375,338,0,1,"HealthTechInsider (HealthTechInsi2), Dr Murphy (DrMurphy11), Financial Times (FT), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock), TELUS Health (TELUSHealth), TELUS (TELUS), Juggy Sihota-Chahil (juggysihota)"
NancyChahil,NancyChahil,06/03/2019,"What a great initiative @juggysihota @TELUSHealth @TELUS @babylonhealth Excellent concept, no more long wait times or delays in seeing a doctor! Love it! Way to take care of us @juggysihota @TELUS https://t.co/CN34uAybjw",0.4225,Neutral,0.65,126,1,7,"Juggy Sihota-Chahil (juggysihota), TELUS Health (TELUSHealth), TELUS (TELUS), Babylon (babylonhealth), Juggy Sihota-Chahil (juggysihota), TELUS (TELUS)"
Bob the Berean,BobtheBerean,06/03/2019,National Stress: Where does your city rank? https://t.co/HqzcdZh0rC https://t.co/E7jsNomDqw,-0.8,Negative,0.9,4114,0,0,
Jim Parsons,JPWP,05/03/2019,"Dear BC: 
Before touching 
@babylonhealth by @TELUSHealth
respectfully suggest (urge) you to confirm EXACTLY who, when, why, what corporate entities have access to the personal health data you type into it… because
#BioSurveillance
#SurveillanceCapitalism
is well camouflaged. https://t.co/cAyv0PPTlm",0.25,Neutral,0.35,1249,2,11,"Babylon (babylonhealth), TELUS Health (TELUSHealth)"
Simon Gordon,Simoncgordon,05/03/2019,@dave_dlt @DrMurphy11 @FT @babylonhealth @GPatHand @MattHancock @TELUSHealth @TELUS @juggysihota What's dataset are they learning from?,0.0,Negative,0.0,84,0,0,"Dave Triska (dave_dlt), Dr Murphy (DrMurphy11), Financial Times (FT), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock), TELUS Health (TELUSHealth), TELUS (TELUS), Juggy Sihota-Chahil (juggysihota)"
Daniel Bayley,DanielBayley80,05/03/2019,"Canadians can easily access a doctor and their clinical records using @babylonhealth.

#mHealth #Canada #healthTech #telehealth https://t.co/czvliWpKzb",0.43333333333333335,Neutral,0.8333333333333334,806,2,3,Babylon (babylonhealth)
Matty James,le___main,05/03/2019,@DrMurphy11 @juggysihota @TELUSHealth @TELUS @babylonhealth I can get an appointment over the phone with a real doctor from the very early morning 6/7am.... all day... and if that does fit I’ve spoken to a doctor at 10.30pm. A chatbot is a chatbot. It’s a work in progress. You are missing the point of the way they are building a platform.,0.1325,Negative,0.28500000000000003,233,0,3,"Dr Murphy (DrMurphy11), Juggy Sihota-Chahil (juggysihota), TELUS Health (TELUSHealth), TELUS (TELUS), Babylon (babylonhealth)"
Keri Alletson,kerialletson,05/03/2019,I like that @babylonhealth is joining Canada big time.  Many virtual providers have been up and running for years though.. for both physical and mental health. https://t.co/g6c6RUyYjf,0.1,Negative,0.2357142857142857,643,0,1,Babylon (babylonhealth)
Dr Murphy,DrMurphy11,05/03/2019,"@juggysihota @TELUSHealth @TELUS @babylonhealth I am truly amazed that you have chosen to partner with @babylonhealth. Their Overblown Chatbot Hype, is modern day #MedicalDevice Quackery. 

#eHealth #PatientSafety #Ethics 
https://t.co/fWxePz06Wx",0.2,Negative,0.3,4052,5,13,"Juggy Sihota-Chahil (juggysihota), TELUS Health (TELUSHealth), TELUS (TELUS), Babylon (babylonhealth), Babylon (babylonhealth)"
