,u_name,u_screen_name,t_date,t_text,t_polarity_score,t_polarity,t_subjectivity_score,u_followers,t_retweets,t_favorited,t_mentions,t_id
191,Yasuhiro Inami,inamiy,14/03/2019,"One of the best things in @BabylonHealth iOS team is having an open-sourced team (and hiring) guideline.
I used to write proposals in private repo's github issues for the team, but making them public will surely bring more inspiration for other teams too.
https://t.co/7DdupWvfki",0.3125,Positive,0.41759259259259257,3039,3,45,Babylon (babylonhealth),1106063344757137408
192,Palin Communications,PalinComm,13/03/2019,@babylonhealth What do @babylonhealth doctors say to their smoking patients that are interested in switching to #vaping ?,0.25,Positive,0.5,2931,0,0,"Babylon (babylonhealth), Babylon (babylonhealth)",1105920935406653441
193,Nishant Agarwal,1Ne_Nishant,13/03/2019,@prachemittal https://t.co/Bgv2ok1orA,0.0,Neutral,0.0,440,0,0,Prache Mittal (prachemittal),1105894759061770242
194,Simon Chapman,eatyourpeas,13/03/2019,@UmangPatel1 @PrincesTrust @nickstacetweets @babylonhealth @AdamJDavison Brilliant well-done,0.9,Positive,1.0,717,0,2,"Umang Patel (UmangPatel1), The Prince's Trust (PrincesTrust), Nick Stace (nickstacetweets), Babylon (babylonhealth), Adam Davison (AdamJDavison)",1105874395631968256
195,Jim Parsons,JPWP,13/03/2019,"Don’t get me started on the dirty little secret of chatbots as #AI training set tools…
#Health
#DigitalHealth
#BioSurveillance 
#SurveillanceCapitalism 
@ourlark (now @23andMe)
@babylonhealth 
@TELUSHealth https://t.co/EIoPqOChGu",-0.3958333333333333,Negative,0.6666666666666666,1255,0,0,"Lark Health (ourlark), 23andMe (23andMe), Babylon (babylonhealth), TELUS Health (TELUSHealth)",1105859480812732416
196,Umang Patel,UmangPatel1,13/03/2019,@princestrust Awards today - Team 34 winning with their project HOPE “Hold On Pain Ends” 💪 #princestrustawards #nohealthwithoutmentalhealth babylonhealth @ The… https://t.co/qQYh8kFjvJ,0.5,Positive,0.75,878,0,3,The Prince's Trust (PrincesTrust),1105855597373722625
197,Nimbus Ninety,NimbusNinety,13/03/2019,"@babylonhealth is disrupting healthcare in a big way. Join their Clinical Director @UmangPatel1 to explore how digital advancements can help us lead longer, healthier lives - 18-19 March #CDLIVE https://t.co/uHFTxTRDjB https://t.co/BavO3pj7MR",0.0,Neutral,0.05,1483,1,0,"Babylon (babylonhealth), Umang Patel (UmangPatel1)",1105855555577483265
198,Dr Umesh Prabhu,DrUmeshPrabhu,13/03/2019,@UmangPatel1 @keithgrimes @PrincesTrust @nickstacetweets @babylonhealth @AdamJDavison Well done.  Now let us make our wonderful #NHS safest and the best.  We reduced harm to patients by transforming culture of bullying to kind caring compassionate learning culture. We empowered staff to speak up  #leadership is honesty sincerity integrity and courage to transform,0.8666666666666667,Positive,0.7333333333333334,28005,0,1,"Umang Patel (UmangPatel1), Dr Keith Grimes (keithgrimes), The Prince's Trust (PrincesTrust), Nick Stace (nickstacetweets), Babylon (babylonhealth), Adam Davison (AdamJDavison)",1105852396117229568
199,Umang Patel,UmangPatel1,13/03/2019,#PrincesTrustAwards kicking off with a truly #inspirational story and 👏🏽 performance by @IamTomWalker 💖 @Fearnecotton @babylonhealth @nickstacetweets @AdamJDavison Text - AWARDS £5 to 70660 🙌🏽 https://t.co/APjMDtjlbi,0.5,Positive,1.0,878,1,4,"Tom Walker (IamTomWalker), fearne cotton (Fearnecotton), Babylon (babylonhealth), Nick Stace (nickstacetweets), Adam Davison (AdamJDavison)",1105850325750169600
200,Umang Patel,UmangPatel1,13/03/2019,🤩 Star struck at #PrincesTustAwards - so honoured to be invited. Thank you! 🙏 @PrincesTrust @nickstacetweets @babylonhealth #YouthCanDoIt 👏🏽 🚀✅💖 https://t.co/wHSMOOud0k,0.0,Neutral,0.0,878,3,13,"The Prince's Trust (PrincesTrust), Nick Stace (nickstacetweets), Babylon (babylonhealth)",1105836208599502853
201,Jake Aspey,jakeaspey,13/03/2019,@CamrynAYule Join @babylonhealth solve all ya issues,0.0,Neutral,0.0,1144,0,1,"Camryn Yule (CamrynAYule), Babylon (babylonhealth)",1105825828200501250
202,Iban Benzal,ibenzal,13/03/2019,"National No Smoking Day. Is the UK kicking butts? 
Great job @babylonhealth! 
https://t.co/xyv6oGm3qt https://t.co/TpDc8wpGAM",1.0,Positive,0.75,493,0,1,Babylon (babylonhealth),1105813347004489731
203,Adrian Ben,AdrianBen6,13/03/2019,"Well, tired of waiting for an appointment with NHS. @babylonhealth are absolutely amazing. https://t.co/XIRnzpSqhN",0.10000000000000003,Positive,0.8,299,0,2,Babylon (babylonhealth),1105803800923787265
204,Psychiatry Capitalist Fraud,CapitalistFraud,13/03/2019,"@cpeedell @babylonhealth I have a problem with GPs referring their patients to psychiatric services which is destroying our community &amp; makes GPs complicit in a fraud.
https://t.co/xWZwe7tM1v",-0.2,Negative,0.0,150,0,0,"Clive Peedell (cpeedell), Babylon (babylonhealth)",1105791710498639872
205,Elena Mustatea,elenamstt,13/03/2019,Awesome list of health myths and degree of truth from @babylonhealth! https://t.co/rHNCbAqLoq,1.0,Positive,1.0,1132,0,1,Babylon (babylonhealth),1105771623599271936
206,Dr Marcus Baw,marcus_baw,13/03/2019,"@keithgrimes @cpeedell @babylonhealth .@keithgrimes if you are involved in clinical governance and safety then why are you allowing this Chatbot to be live?

I don't think offering a _private_ talk with @cpeedell is an appropriate response.

Many doctors have raised valid concerns, what is your _public_ response?",0.22727272727272724,Positive,0.3883333333333333,2206,5,10,"Dr Keith Grimes (keithgrimes), Clive Peedell (cpeedell), Babylon (babylonhealth), Dr Keith Grimes (keithgrimes), Clive Peedell (cpeedell)",1105747036350148608
207,Clive Spindley,CliveSpindley,13/03/2019,"@babylonhealth brill use of DATA, but look at the ""conversion"" rates, i ""think"", E bi gum, it is the arrogant and awkward older generation (yes, me, but i don't smoke, cough) who will not convert to modern ways, may be that is one of the issues with our NHS ? vote more techies in the NHS !!!",0.18580729166666665,Positive,0.5333333333333333,88,0,1,Babylon (babylonhealth),1105726211186221057
