,u_name,u_screen_name,t_date,t_text,t_polarity_score,t_polarity,t_subjectivity_score,u_followers,t_retweets,t_favorited,t_mentions
131,TechNOVA,_Tech_NOVA,14/03/2019,Excited to welcome @bensauer @babylonhealth and Natalia @FirstUtility to discuss their use of chatbots and how they have transformed business #technovavoice,0.5875,Neutral,0.825,870,1,4,"Ben Sauer (bensauer), Babylon (babylonhealth), First Utility (FirstUtility)"
132,Alban Stowe,alban_stowe,14/03/2019,@UmangPatel1 @IamTomWalker @Fearnecotton @babylonhealth @nickstacetweets @AdamJDavison Sorry I didn’t get to see you - hope you had a great time!,0.25,Neutral,0.875,302,0,0,"Umang Patel (UmangPatel1), Tom Walker (IamTomWalker), fearne cotton (Fearnecotton), Babylon (babylonhealth), Nick Stace (nickstacetweets), Adam Davison (AdamJDavison)"
133,Yasuhiro Inami,inamiy,14/03/2019,"One of the best things in @BabylonHealth iOS team is having an open-sourced team (and hiring) guideline.
I used to write proposals in private repo's github issues for the team, but making them public will surely bring more inspiration for other teams too.
https://t.co/7DdupWvfki",0.3125,Neutral,0.41759259259259257,3025,3,45,Babylon (babylonhealth)
134,Palin Communications,PalinComm,13/03/2019,@babylonhealth What do @babylonhealth doctors say to their smoking patients that are interested in switching to #vaping ?,0.25,Neutral,0.5,2927,0,0,"Babylon (babylonhealth), Babylon (babylonhealth)"
135,Nishant Agarwal,1Ne_Nishant,13/03/2019,@prachemittal https://t.co/Bgv2ok1orA,0.0,Negative,0.0,442,0,0,Prache Mittal (prachemittal)
136,Simon Chapman,eatyourpeas,13/03/2019,@UmangPatel1 @PrincesTrust @nickstacetweets @babylonhealth @AdamJDavison Brilliant well-done,0.9,Positive,1.0,716,0,2,"Umang Patel (UmangPatel1), The Prince's Trust (PrincesTrust), Nick Stace (nickstacetweets), Babylon (babylonhealth), Adam Davison (AdamJDavison)"
137,Jim Parsons,JPWP,13/03/2019,"Don’t get me started on the dirty little secret of chatbots as #AI training set tools…
#Health
#DigitalHealth
#BioSurveillance 
#SurveillanceCapitalism 
@ourlark (now @23andMe)
@babylonhealth 
@TELUSHealth https://t.co/EIoPqOChGu",-0.3958333333333333,Negative,0.6666666666666666,1264,0,0,"Lark Health (ourlark), 23andMe (23andMe), Babylon (babylonhealth), TELUS Health (TELUSHealth)"
138,Umang Patel,UmangPatel1,13/03/2019,@princestrust Awards today - Team 34 winning with their project HOPE “Hold On Pain Ends” 💪 #princestrustawards #nohealthwithoutmentalhealth babylonhealth @ The… https://t.co/qQYh8kFjvJ,0.5,Neutral,0.75,876,0,3,The Prince's Trust (PrincesTrust)
139,Nimbus Ninety,NimbusNinety,13/03/2019,"@babylonhealth is disrupting healthcare in a big way. Join their Clinical Director @UmangPatel1 to explore how digital advancements can help us lead longer, healthier lives - 18-19 March #CDLIVE https://t.co/uHFTxTRDjB https://t.co/BavO3pj7MR",0.0,Negative,0.05,1472,1,0,"Babylon (babylonhealth), Umang Patel (UmangPatel1)"
140,Dr Umesh Prabhu,DrUmeshPrabhu,13/03/2019,@UmangPatel1 @keithgrimes @PrincesTrust @nickstacetweets @babylonhealth @AdamJDavison Well done.  Now let us make our wonderful #NHS safest and the best.  We reduced harm to patients by transforming culture of bullying to kind caring compassionate learning culture. We empowered staff to speak up  #leadership is honesty sincerity integrity and courage to transform,0.8666666666666667,Positive,0.7333333333333334,27965,0,1,"Umang Patel (UmangPatel1), Dr Keith Grimes (keithgrimes), The Prince's Trust (PrincesTrust), Nick Stace (nickstacetweets), Babylon (babylonhealth), Adam Davison (AdamJDavison)"
141,Umang Patel,UmangPatel1,13/03/2019,#PrincesTrustAwards kicking off with a truly #inspirational story and 👏🏽 performance by @IamTomWalker 💖 @Fearnecotton @babylonhealth @nickstacetweets @AdamJDavison Text - AWARDS £5 to 70660 🙌🏽 https://t.co/APjMDtjlbi,0.5,Neutral,1.0,876,1,4,"Tom Walker (IamTomWalker), fearne cotton (Fearnecotton), Babylon (babylonhealth), Nick Stace (nickstacetweets), Adam Davison (AdamJDavison)"
142,Umang Patel,UmangPatel1,13/03/2019,🤩 Star struck at #PrincesTustAwards - so honoured to be invited. Thank you! 🙏 @PrincesTrust @nickstacetweets @babylonhealth #YouthCanDoIt 👏🏽 🚀✅💖 https://t.co/wHSMOOud0k,0.0,Negative,0.0,876,3,13,"The Prince's Trust (PrincesTrust), Nick Stace (nickstacetweets), Babylon (babylonhealth)"
143,Jake Aspey,jakeaspey,13/03/2019,@CamrynAYule Join @babylonhealth solve all ya issues,0.0,Negative,0.0,1144,0,1,"Camryn Yule (CamrynAYule), Babylon (babylonhealth)"
144,Iban Benzal,ibenzal,13/03/2019,"National No Smoking Day. Is the UK kicking butts? 
Great job @babylonhealth! 
https://t.co/xyv6oGm3qt https://t.co/TpDc8wpGAM",1.0,Positive,0.75,489,0,1,Babylon (babylonhealth)
145,Adrian Ben,AdrianBen6,13/03/2019,"Well, tired of waiting for an appointment with NHS. @babylonhealth are absolutely amazing. https://t.co/XIRnzpSqhN",0.10000000000000003,Negative,0.8,296,0,2,Babylon (babylonhealth)
146,Psychiatry Capitalist Fraud,CapitalistFraud,13/03/2019,"@cpeedell @babylonhealth I have a problem with GPs referring their patients to psychiatric services which is destroying our community &amp; makes GPs complicit in a fraud.
https://t.co/xWZwe7tM1v",-0.2,Negative,0.0,149,0,0,"Clive Peedell (cpeedell), Babylon (babylonhealth)"
147,Elena Mustatea,elenamstt,13/03/2019,Awesome list of health myths and degree of truth from @babylonhealth! https://t.co/rHNCbAqLoq,1.0,Positive,1.0,1123,0,1,Babylon (babylonhealth)
148,Dr Marcus Baw,marcus_baw,13/03/2019,"@keithgrimes @cpeedell @babylonhealth .@keithgrimes if you are involved in clinical governance and safety then why are you allowing this Chatbot to be live?

I don't think offering a _private_ talk with @cpeedell is an appropriate response.

Many doctors have raised valid concerns, what is your _public_ response?",0.22727272727272724,Neutral,0.3883333333333333,2203,5,10,"Dr Keith Grimes (keithgrimes), Clive Peedell (cpeedell), Babylon (babylonhealth), Dr Keith Grimes (keithgrimes), Clive Peedell (cpeedell)"
149,Clive Spindley,CliveSpindley,13/03/2019,"@babylonhealth brill use of DATA, but look at the ""conversion"" rates, i ""think"", E bi gum, it is the arrogant and awkward older generation (yes, me, but i don't smoke, cough) who will not convert to modern ways, may be that is one of the issues with our NHS ? vote more techies in the NHS !!!",0.18580729166666665,Negative,0.5333333333333333,88,0,1,Babylon (babylonhealth)
150,Innovation & Impact,CIIimpact,13/03/2019,#ArtificialIntelligence in Global Health. Join us for a discussion and the release of our new report on April 1st in DC! @aspeninnovators @AspenInstitute @gatesfoundation ⁦@RockefellerFdn⁩ ⁦@hdx⁩ ⁦@babylonhealth⁩ ⁦@WadhwaniAI⁩  https://t.co/mULu1ALiLr,0.08522727272727272,Negative,0.22727272727272727,2500,5,12,"Aspen Innovators (aspeninnovators), The Aspen Institute (AspenInstitute), Gates Foundation (gatesfoundation), The Rockefeller Foundation (RockefellerFdn), The Human Diagnosis Project (hdx), Babylon (babylonhealth), Wadhwani AI (WadhwaniAI)"
151,Saqib Ali,saqibali_ca,13/03/2019,Reach out to ⁦@msjaneaustin⁩ or ⁦@chadjennings⁩ if you are interested  https://t.co/lOCBPsl901,0.25,Neutral,0.5,22,0,1,"Jane “it’s spelt with an i” Austin (msjaneaustin), Chad Jennings (chadjennings)"
152,Paul Bate,paul_bate,12/03/2019,"@benpmoody @babylonhealth @Sleepio @NHSDigital @techUK Great to see you too, Ben.",0.8,Positive,0.75,930,0,1,"Ben Moody (benpmoody), Babylon (babylonhealth), Sleepio (Sleepio), NHS Digital (NHSDigital), techUK (techUK)"
153,Ekpemi Irune,ENTmimi,12/03/2019,@babylonhealth app may have been well intended but do we need to pay heed to the concerns raised by healthcare professionals ? #healthtechnology #patientsafety #healthforall #accesstohealthcare https://t.co/Z4T5Mqxm0n,0.0,Negative,0.0,188,0,0,Babylon (babylonhealth)
154,Meddev Guy,Meddev_guy,12/03/2019,@JoanneD_ @DrMurphy11 @babylonhealth @MHRAdevices @RCPLondon @NHSEngland Sorry. I thought you were.,-0.5,Negative,1.0,9,0,0,"💣 Medical Devices Expert (JoanneD_), Dr Murphy (DrMurphy11), Babylon (babylonhealth), MHRA Devices Safety (MHRAdevices), Royal College of Physicians (RCPLondon), NHS England (NHSEngland)"
155,david oliver,mancunianmedic,12/03/2019,@Meddev_guy @kieran_walshe @DrMurphy11 @HelenRSalisbury @trishgreenhalgh @babylonhealth Babylon need a red card and ban,0.0,Negative,0.0,16825,1,4,"Meddev Guy (Meddev_guy), Kieran Walshe (kieran_walshe), Dr Murphy (DrMurphy11), Dr Helen Salisbury (HelenRSalisbury), Trisha Greenhalgh #PeoplesVote (trishgreenhalgh), Babylon (babylonhealth)"
156,Meddev Guy,Meddev_guy,12/03/2019,@kieran_walshe @DrMurphy11 @mancunianmedic @HelenRSalisbury @trishgreenhalgh @babylonhealth You can always report it on https://t.co/bO2z4gr89C,0.0,Negative,0.0,9,0,0,"Kieran Walshe (kieran_walshe), Dr Murphy (DrMurphy11), david oliver (mancunianmedic), Dr Helen Salisbury (HelenRSalisbury), Trisha Greenhalgh #PeoplesVote (trishgreenhalgh), Babylon (babylonhealth)"
157,corn flake,cornflake57,12/03/2019,@SusiHarris @vanessafrank3 @kieran_walshe @JonAshworth @babylonhealth CQC I think. Has to be registered to operate so they should be taking an interest,0.0,Negative,0.0,308,0,1,"SHugar (SusiHarris), vanessa frank (vanessafrank3), Kieran Walshe (kieran_walshe), Jonathan Ashworth (JonAshworth), Babylon (babylonhealth)"
158,david oliver,mancunianmedic,12/03/2019,"@trishgreenhalgh @kieran_walshe @HelenRSalisbury @babylonhealth @DrMurphy11 It would be interesting if the answer was ""that bloody app""",-0.15000000000000002,Negative,0.7,16825,0,0,"Trisha Greenhalgh #PeoplesVote (trishgreenhalgh), Kieran Walshe (kieran_walshe), Dr Helen Salisbury (HelenRSalisbury), Babylon (babylonhealth), Dr Murphy (DrMurphy11)"
159,david oliver,mancunianmedic,12/03/2019,@kieran_walshe @trishgreenhalgh @HelenRSalisbury @babylonhealth @DrMurphy11 😁,0.0,Negative,0.0,16825,0,0,"Kieran Walshe (kieran_walshe), Trisha Greenhalgh #PeoplesVote (trishgreenhalgh), Dr Helen Salisbury (HelenRSalisbury), Babylon (babylonhealth), Dr Murphy (DrMurphy11)"
160,Digital Health Canada,DigiHealthCA,12/03/2019,"Telus Health and Babylon announced the launch of a virtual healthcare solution, allowing Canadians access to healthcare support and information through an app. @TELUSHealth @babylonhealth #virtualhealth #digitalhealth #cdnhealth   https://t.co/nOirUXLdC6",0.0,Negative,0.0,4238,13,14,"TELUS Health (TELUSHealth), Babylon (babylonhealth)"
161,Kieran Walshe,kieran_walshe,12/03/2019,"@trishgreenhalgh @mancunianmedic @HelenRSalisbury @babylonhealth @DrMurphy11 Actually, now I think about it perhaps the spine race does qualify as a dummy run :)",0.25,Neutral,0.55,5963,0,2,"Trisha Greenhalgh #PeoplesVote (trishgreenhalgh), david oliver (mancunianmedic), Dr Helen Salisbury (HelenRSalisbury), Babylon (babylonhealth), Dr Murphy (DrMurphy11)"
162,Ade ,AdeOnlineCV,12/03/2019,@peres Is this position still available? https://t.co/SaHHyZVCU2,0.4,Neutral,0.4,12,0,0,Rui Peres (peres)
163,Trisha Greenhalgh #PeoplesVote,trishgreenhalgh,12/03/2019,"@kieran_walshe @mancunianmedic @HelenRSalisbury @babylonhealth @DrMurphy11 Wot, no question about 268-mile runs? Oddly, my GP approach to patients is always ""what do you think might have caused this?""...",-0.16666666666666666,Negative,0.25,41784,2,6,"Kieran Walshe (kieran_walshe), david oliver (mancunianmedic), Dr Helen Salisbury (HelenRSalisbury), Babylon (babylonhealth), Dr Murphy (DrMurphy11)"
164,Dr Andrew Mitchell,mitcharj,12/03/2019,Some interesting companies mentioned today in #AI #DigitalHealth with Jersey links @LiverMultiScan @ultromics @babylonhealth #sandboxjersey @DrTonyYoung https://t.co/HcrLAbL3RN,0.5,Neutral,0.5,2316,3,5,"PerspectumDiagnostics (LiverMultiScan), Ultromics (ultromics), Babylon (babylonhealth), Tony Young (DrTonyYoung)"
165,Kieran Walshe,kieran_walshe,12/03/2019,"@mancunianmedic @HelenRSalisbury @trishgreenhalgh Mine was a real case - last summer, with a likely tibia stress fracture following a 268 mile run, the @babylonhealth chatbot asked 20+ questions (incl one about whether I had been running) and then told me it may be Charcot joint! I tweeted the whole thing then. @DrMurphy11",0.08,Negative,0.37333333333333335,5963,5,8,"david oliver (mancunianmedic), Dr Helen Salisbury (HelenRSalisbury), Trisha Greenhalgh #PeoplesVote (trishgreenhalgh), Babylon (babylonhealth), Dr Murphy (DrMurphy11)"
166,Dr Keith Grimes,keithgrimes,12/03/2019,"@cpeedell @marcus_baw @babylonhealth HI Clive, I am one of the doctors that works at Babylon and I'm directly involved with the clinical safety and governance. Why don't we arrange a meeting to talk about your concerns? Happy to host - DM me.",0.45,Neutral,0.7,5520,2,3,"Clive Peedell (cpeedell), Dr Marcus Baw (marcus_baw), Babylon (babylonhealth)"
167,Sam Dowling,saminus,12/03/2019,As we near the end of our @LondonwideLMCs annual conference #AllTogetherNow we move on to debate digital threats and opportunities with @jackieapplebeet @babylonhealth’s Dr Mobasher Butt and @ElliottSinger ably chaired by @bengoldacre https://t.co/PvNeqWu1bz,0.19999999999999998,Negative,0.3416666666666666,1421,2,4,"Londonwide LMCs (LondonwideLMCs), Jackieapplebeeturner (jackieapplebeet), Babylon (babylonhealth), Elliott (ElliottSinger), ben goldacre (bengoldacre)"
168,Londonwide LMCs,LondonwideLMCs,12/03/2019,"We are now on to our third and final long anticipated panel discussion of the day. Our guest speakers are: @ElliottSinger @jackieapplebeet and Dr Mobasher Butt, Chief Medical Officer of @babylonhealth https://t.co/xSO5LbpiAt",-0.0125,Negative,0.35,2088,1,1,"Elliott (ElliottSinger), Jackieapplebeeturner (jackieapplebeet), Babylon (babylonhealth)"
169,Sdwan Solutions,SdwanSolutions,12/03/2019,"In tests @babylonhealth chatbot passed 82% of test questions, versus the average 72% for human doctors. #technology can save our wonderful @NHSuk time and money
Read our heathcare trends https://t.co/l21rtqKJyy  

#pharma #health #medical #trends #tech #HealthTech #Pharmaceutical https://t.co/XdgSAG2K6J",0.2125,Neutral,0.375,404,0,0,"Babylon (babylonhealth), NHS (NHSuk)"
170,Mark Barley,Chronotrope,12/03/2019,@DrSelvarajah @DrMurphy11 @babylonhealth I mean we all know the diagnosis is Amyloid. Or Sarcoid.,-0.3125,Negative,0.6875,360,0,0,"Selvaseelan Selvarajah (DrSelvarajah), Dr Murphy (DrMurphy11), Babylon (babylonhealth)"
171,Mark Barley,Chronotrope,12/03/2019,@DrSelvarajah @DrMurphy11 @babylonhealth I’d like to know why the AI has fixation with “uncooked street food” and tapeworm.,-0.1,Negative,0.1,360,0,1,"Selvaseelan Selvarajah (DrSelvarajah), Dr Murphy (DrMurphy11), Babylon (babylonhealth)"
172,Shaun Lintern,ShaunLintern,12/03/2019,"Hosting @babylonhealth GP at Hand app could lead to cuts in other NHS services, reveals @BHeatherJourno https://t.co/BLFNPtqgiK https://t.co/tkS7MoYV3t",-0.125,Negative,0.375,24755,4,3,"Babylon (babylonhealth), Ben Heather (BHeatherJourno)"
173,SHugar,SusiHarris,12/03/2019,@vanessafrank3 @kieran_walshe @JonAshworth @babylonhealth Good question although it might be CQC.,0.7,Neutral,0.6000000000000001,48,0,0,"vanessa frank (vanessafrank3), Kieran Walshe (kieran_walshe), Jonathan Ashworth (JonAshworth), Babylon (babylonhealth)"
174,Meddev Guy,Meddev_guy,12/03/2019,@JoanneD_ @DrMurphy11 @babylonhealth @MHRAdevices @RCPLondon @NHSEngland I didn't think MHRA could share any data under device regulations unless it was safety information! - (Article 20 MDD).,0.0,Negative,0.0,9,0,0,"Medical Devices Expert 🎳 (JoanneD_), Dr Murphy (DrMurphy11), Babylon (babylonhealth), MHRA Devices Safety (MHRAdevices), Royal College of Physicians (RCPLondon), NHS England (NHSEngland)"
175,michelle drage,michelledrage,12/03/2019,@RossLydall @LondonwideLMCs @bengoldacre @babylonhealth @GPatHand Yes - we’re here to be ‘brave’ @SirHumphreyA,0.8,Positive,1.0,3654,0,3,"Ross Lydall (RossLydall), Londonwide LMCs (LondonwideLMCs), ben goldacre (bengoldacre), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Sir Humphrey Appleby (SirHumphreyA)"
176,Dr Ameen Kamlana,AmeenKam,12/03/2019,"@GeorgeDigitalDr @DrSelvarajah @DrMurphy11 @babylonhealth @GPatHand It will not only survive, it will continue to expand. Like I said, you are exercising a salesman in spin. https://t.co/fLK65kPNqX",0.0,Negative,1.0,1420,0,3,"Georgedigitaldoctor (GeorgeDigitalDr), Selvaseelan Selvarajah (DrSelvarajah), Dr Murphy (DrMurphy11), Babylon (babylonhealth), Babylon GP at hand (GPatHand)"
177,Global Gene Corp,GlobalGeneCorp,12/03/2019,"Find out how leapfrogging technology is improving global #healthcare - featuring @babylonhealth and @babylrwanda #globalgenome 
https://t.co/ZwGI2G89Mt",0.0,Negative,0.0,309,1,1,"Babylon (babylonhealth), babyl Rwanda (babylrwanda)"
178,Ross Lydall,RossLydall,12/03/2019,"“Brave” opening to @LondonwideLMCs GPs conference from @bengoldacre...
Says @babylonhealth @GPatHand is “one of the most interesting challenges to our current way of working.”
And re Brexit: “The sad realisation you are surrounded by dreadful racists.”",0.05000000000000001,Negative,0.7333333333333334,10896,3,3,"Londonwide LMCs (LondonwideLMCs), ben goldacre (bengoldacre), Babylon (babylonhealth), Babylon GP at hand (GPatHand)"
179,Georgedigitaldoctor,GeorgeDigitalDr,12/03/2019,@DrSelvarajah @DrMurphy11 @babylonhealth Oh and all that usual stuff about using an online triage system/chatbot in such a large patient population without robust testing of its “diagnostic” accuracy. Also where is the independent patient clinical outcomes data? Does is it harm patients?,-0.008928571428571432,Negative,0.32589285714285715,82,0,1,"Selvaseelan Selvarajah (DrSelvarajah), Dr Murphy (DrMurphy11), Babylon (babylonhealth)"
180,Dr Murphy,DrMurphy11,12/03/2019,"@DrSelvarajah @babylonhealth As Medical Director he is responsible for #PatientSafety &amp; #Governance at @babylonhealth.

Given the fundamental flaws in the Babylon #eHealth Chatbot, how does he expect the public to Trust Babylon Health? #Culture 
https://t.co/025UbvpNep",0.06666666666666667,Negative,0.20555555555555557,4083,2,1,"Selvaseelan Selvarajah (DrSelvarajah), Babylon (babylonhealth), Babylon (babylonhealth)"
181,Georgedigitaldoctor,GeorgeDigitalDr,12/03/2019,@DrSelvarajah @DrMurphy11 @babylonhealth Genuinely interested how he feels the @GPatHand model can survive when it is at odds Primary Care Network model covering specific geographical areas as set out #NHSlongtermplan. All patients need to be covered by PCN and needs CCG and LMC approval.,0.21666666666666667,Neutral,0.375,82,0,1,"Selvaseelan Selvarajah (DrSelvarajah), Dr Murphy (DrMurphy11), Babylon (babylonhealth), Babylon GP at hand (GPatHand)"
182,Innocent Twizeyimana,RUB1rwanda,12/03/2019,"@babylrwanda 
I think many would love to try services by @babylonhealth , @babylrwanda.
I am Grateful for the services.",0.5,Neutral,0.55,91,0,3,"babyl Rwanda (babylrwanda), Babylon (babylonhealth), babyl Rwanda (babylrwanda)"
183,Dr Ameen Kamlana,AmeenKam,12/03/2019,@DrSelvarajah @DrMurphy11 @babylonhealth The questions are for @DHSCgovuk &amp; @NHSEngland. He's just a businessman making hay while the sun shines.,0.0,Negative,0.0,1420,0,2,"Selvaseelan Selvarajah (DrSelvarajah), Dr Murphy (DrMurphy11), Babylon (babylonhealth), Department of Health and Social Care (DHSCgovuk), NHS England (NHSEngland)"
184,Dr Murphy,DrMurphy11,12/03/2019,"@drcadesky @larsendarren @CBCEricRankin @DoctorsOfBC @babylonhealth @atgreenhill Do you discuss #PatientSafety? The @babylonhealth #eHealth Chatbot remains a UK #HealthTech liability.

The issues below were reported to @MHRAdevices during Feb 2019.

@CharlesTam @TELUSHealth
@Samsung @supergovernance
@juggysihota #Governance 
https://t.co/gUTVo2blDM",0.0,Negative,0.0,4083,0,1,"Eric Cadesky MD (drcadesky), Darren Larsen (larsendarren), Eric P Rankin (CBCEricRankin), Doctors of BC (DoctorsOfBC), Babylon (babylonhealth), Alex Greenhill MD 🌎 (atgreenhill), Babylon (babylonhealth), MHRA Devices Safety (MHRAdevices), RegulatoryDad🇨🇦 (CharlesTam), TELUS Health (TELUSHealth), Samsung Electronics (Samsung), Michael Karlin (supergovernance), Juggy Sihota-Chahil (juggysihota)"
185,Ben Moody,benpmoody,12/03/2019,"Pleasure to meet @babylonhealth and @Sleepio yesterday... Transformative tools used across their home city and beyond

Early trip to Leeds this morning for #healthtechuk Council meeting + catching up with @NHSDigital Leeds city council, GDE evaluation programme and others @techUK https://t.co/DdPaTxkU2V",0.35,Neutral,0.6,1147,0,10,"Babylon (babylonhealth), Sleepio (Sleepio), NHS Digital (NHSDigital), techUK (techUK)"
186,Selvaseelan Selvarajah,DrSelvarajah,12/03/2019,@DrMurphy11 @babylonhealth Babylon medical director will be at the Londonwide LMC conference today. Any questions you would like asked @DrMurphy11,0.0,Negative,0.0,415,1,8,"Dr Murphy (DrMurphy11), Babylon (babylonhealth), Dr Murphy (DrMurphy11)"
187,Eric Cadesky MD,drcadesky,12/03/2019,@larsendarren @CBCEricRankin @DoctorsOfBC @babylonhealth @atgreenhill Should be posted later this week,0.0,Negative,0.0,2820,0,1,"Darren Larsen (larsendarren), Eric P Rankin (CBCEricRankin), Doctors of BC (DoctorsOfBC), Babylon (babylonhealth), Alex Greenhill MD 🌎 (atgreenhill)"
188,Darren Larsen,larsendarren,12/03/2019,@drcadesky @CBCEricRankin @DoctorsOfBC @babylonhealth @atgreenhill Where can we listen?,0.0,Negative,0.0,2480,0,0,"Eric Cadesky MD (drcadesky), Eric P Rankin (CBCEricRankin), Doctors of BC (DoctorsOfBC), Babylon (babylonhealth), Alex Greenhill MD 🌎 (atgreenhill)"
189,Brinda,thilb2,12/03/2019,"@DrMurphy11 @trishgreenhalgh @meloncarrier @babylonhealth @GPatHand @MattHancock Stump appendicitis is a thing, but I doubt @babylonhealth considered that.",0.0,Negative,0.0,348,0,1,"Dr Murphy (DrMurphy11), Trisha Greenhalgh #PeoplesVote (trishgreenhalgh), Bex (meloncarrier), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock), Babylon (babylonhealth)"
190,Daniel Bayley,DanielBayley80,11/03/2019,@aislinnmacklin @babylonhealth Id' guess none as they are operating on investment capital and it isn't being used in the NHS.,0.0,Negative,0.0,813,0,0,"Aislinn M-D (aislinnmacklin), Babylon (babylonhealth)"
191,Eric Cadesky MD,drcadesky,11/03/2019,Thank you for @CBCEricRankin for taking the time to talk about how technology can improve access to care and support or disrupt patient-physician relationships @DoctorsOfBC @babylonhealth @atgreenhill @larsendarren,0.0,Negative,0.0,2820,2,5,"Eric P Rankin (CBCEricRankin), Doctors of BC (DoctorsOfBC), Babylon (babylonhealth), Alex Greenhill MD 🌎 (atgreenhill), Darren Larsen (larsendarren)"
192,FM HealthTech,FMHealthTech,11/03/2019,"New app from @TELUSHealth and @babylonhealth enables Canadians to visit a doctor through their smartphone

#healthcareIt #digitalhealth #innovation #digitization

@billgeary @akalali @SecBurwell @MerlinWatson4 @Colin_Hung @jameyedwards @crisdeluca 
https://t.co/y5ripamiQM",0.13636363636363635,Negative,0.45454545454545453,45,1,1,"TELUS Health (TELUSHealth), Babylon (babylonhealth), Bill Geary (billgeary), Amir Kalali, MD (akalali), Sylvia Burwell (SecBurwell), Merlin Watson (MerlinWatson4), Colin Hung (Colin_Hung), Jamey Edwards (jameyedwards), Cris De Luca (crisdeluca)"
193,Kathleen Kieran,KieranKathleen,11/03/2019,"@meloncarrier @DrMurphy11 @trishgreenhalgh @babylonhealth @GPatHand @MattHancock It doesn’t.  It may stretch, but it doesn’t grow back.",0.0,Negative,0.0,150,0,1,"Bex (meloncarrier), Dr Murphy (DrMurphy11), Trisha Greenhalgh #PeoplesVote (trishgreenhalgh), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock)"
194,Chad Jennings,chadjennings,11/03/2019,@jmspool Hi Jared - @babylonhealth is building out a new UX team in Austin. Looking for Product Designers and Researchers to help us design accessible and affordable health care. @msjaneaustin will be there for open house on 20 March as well! Apply here: https://t.co/As9vGyssh6,0.17045454545454544,Negative,0.4431818181818182,678,1,12,"Jared Spool (jmspool), Babylon (babylonhealth), yes, like the writer (msjaneaustin)"
195,Bex,meloncarrier,11/03/2019,"@KieranKathleen @DrMurphy11 @trishgreenhalgh @babylonhealth @GPatHand @MattHancock What is the reason for it growing back, does the foreskin continue to grow? I’m curious!",-0.0625,Negative,0.5,772,0,0,"Kathleen Kieran (KieranKathleen), Dr Murphy (DrMurphy11), Trisha Greenhalgh #PeoplesVote (trishgreenhalgh), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock)"
196,Kathleen Kieran,KieranKathleen,11/03/2019,"@DrMurphy11 @trishgreenhalgh @meloncarrier @babylonhealth @GPatHand @MattHancock As a urologist, I have received multiple consults for the foreskin growing back after circumcision.",0.0,Negative,0.0,150,0,3,"Dr Murphy (DrMurphy11), Trisha Greenhalgh #PeoplesVote (trishgreenhalgh), Bex (meloncarrier), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock)"
197,Neil Cripps,cripps_neil,11/03/2019,@DrMurphy11 @meloncarrier @babylonhealth @GPatHand @MattHancock Perhaps he’s previously had my “favourite” operation - laparoscopic distal partial appendectomy?,-0.13333333333333333,Negative,0.23333333333333334,141,0,1,"Dr Murphy (DrMurphy11), Bex (meloncarrier), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock)"
198,Dr Murphy,DrMurphy11,11/03/2019,"If you want to understand why the @babylonhealth #eHealth Chatbot is a Healthcare liability; listen to Ali Parsa's comments in the embedded video.

#HealthTech should improve #PatientExperience &amp; #PatientSafety - it must not be used as an excuse to lower standards or expectations https://t.co/zdKTxb2PjI",-0.05,Negative,0.05,4083,14,21,Babylon (babylonhealth)
199,Tom Harman,tomharman,11/03/2019,"We're hiring product designers in Austin! If you think this sounds intriguing, go see ~ Austin in Austin ~ to learn what we're up to at @babylonhealth. You'll get to work with a fantastic global design org, plus, receive regular motivational GIFs from me via Slack DMs ✨🌝✨ https://t.co/XR9RRpjmIt",0.17500000000000002,Negative,0.34423076923076923,1870,1,6,Babylon (babylonhealth)
200,Sid Shah,Sid_Healthcare,11/03/2019,".@babylonhealth #triage #chatbot launches in #BritishColumbia #Canada, @TELUSHealth https://t.co/gzAqNrEEsk",0.0,Negative,0.0,2785,0,2,"Babylon (babylonhealth), TELUS Health (TELUSHealth)"
201,ThatIsNotHowThatWorks,ThatIsNotHowTh1,11/03/2019,@kieran_walshe @babylonhealth This seams suboptimal.,0.0,Negative,0.0,8,0,1,"Kieran Walshe (kieran_walshe), Babylon (babylonhealth)"
202,DrColinW🔶#RevokeArticle50,sxybio,11/03/2019,@DrMurphy11 @meloncarrier @babylonhealth @GPatHand @MattHancock What's a 'tummy',0.0,Negative,0.0,3476,0,0,"Dr Murphy (DrMurphy11), Bex (meloncarrier), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock)"
203,John Carlisle,ProJohnCarlisl,11/03/2019,"@kieran_walshe @babylonhealth OK, OK, OK; but you must admit, it is quicker and much easier to outsource to a private company.",0.33999999999999997,Neutral,0.41500000000000004,162,0,0,"Kieran Walshe (kieran_walshe), Babylon (babylonhealth)"
